"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"18.04.2007","3.612,40","3.614,68","3.623,87","3.564,23","15,05B","0,01%"
"17.04.2007","3.611,87","3.611,63","3.622,89","3.510,50","16,07B","0,43%"
"16.04.2007","3.596,44","3.523,22","3.597,22","3.523,22","13,10B","2,22%"
"13.04.2007","3.518,27","3.537,22","3.563,86","3.504,16","15,07B","-0,36%"
"12.04.2007","3.531,03","3.503,23","3.532,86","3.488,08","13,54B","1,02%"
"11.04.2007","3.495,22","3.454,42","3.497,52","3.428,78","14,76B","1,48%"
"10.04.2007","3.444,29","3.405,23","3.444,37","3.351,11","14,78B","1,33%"
"09.04.2007","3.398,95","3.333,42","3.399,51","3.333,26","13,73B","2,27%"
"06.04.2007","3.323,59","3.287,68","3.334,22","3.273,86","11,96B","0,13%"
"05.04.2007","3.319,14","3.286,16","3.326,92","3.259,63","11,45B","0,84%"
"04.04.2007","3.291,54","3.295,98","3.308,15","3.266,56","11,26B","0,01%"
"03.04.2007","3.291,30","3.265,68","3.292,58","3.251,52","10,86B","1,19%"
"02.04.2007","3.252,59","3.196,59","3.253,43","3.196,59","9,74B","2,15%"
"30.03.2007","3.183,98","3.178,50","3.212,39","3.157,03","8,94B","-0,42%"
"29.03.2007","3.197,54","3.179,80","3.273,73","3.176,53","14,95B","0,77%"
"28.03.2007","3.173,02","3.140,68","3.180,33","3.052,08","16,73B","1,09%"
"27.03.2007","3.138,83","3.126,03","3.145,04","3.103,78","12,46B","0,51%"
"26.03.2007","3.122,81","3.083,94","3.123,18","3.069,47","12,27B","1,58%"
"23.03.2007","3.074,29","3.071,81","3.085,32","3.008,15","11,87B","0,10%"
"22.03.2007","3.071,22","3.080,60","3.099,82","3.059,38","12,61B","0,45%"
"21.03.2007","3.057,38","3.042,10","3.057,71","3.020,95","9,92B","0,83%"
"20.03.2007","3.032,20","3.024,78","3.033,02","2.998,80","9,28B","0,59%"
"19.03.2007","3.014,44","2.864,26","3.038,00","2.852,86","11,00B","2,87%"
"16.03.2007","2.930,48","2.964,09","2.979,71","2.899,03","12,27B","-0,72%"
"15.03.2007","2.951,70","2.905,98","2.955,46","2.905,98","10,17B","1,56%"
"14.03.2007","2.906,33","2.933,68","2.934,45","2.868,81","11,37B","-1,97%"
"13.03.2007","2.964,79","2.958,10","2.966,19","2.932,23","10,72B","0,33%"
"12.03.2007","2.954,91","2.945,92","2.958,63","2.904,74","10,15B","0,58%"
"09.03.2007","2.937,91","2.934,49","2.962,42","2.891,81","10,71B","0,34%"
"08.03.2007","2.928,01","2.904,18","2.928,80","2.871,46","8,90B","1,08%"
"07.03.2007","2.896,59","2.851,75","2.911,42","2.849,65","8,79B","1,99%"
"06.03.2007","2.840,18","2.776,17","2.866,33","2.756,96","7,70B","1,97%"
"05.03.2007","2.785,31","2.827,68","2.858,44","2.723,07","10,69B","-1,63%"
"02.03.2007","2.831,53","2.792,94","2.846,16","2.777,80","9,39B","1,23%"
"01.03.2007","2.797,19","2.877,20","2.878,36","2.760,91","12,74B","-2,91%"
"28.02.2007","2.881,07","2.734,59","2.888,90","2.732,88","12,15B","3,94%"
"27.02.2007","2.771,79","3.048,83","3.049,77","2.763,39","16,14B","-8,84%"
"26.02.2007","3.040,60","2.999,09","3.041,34","2.960,74","11,21B","1,41%"
"16.02.2007","2.998,47","3.018,18","3.036,35","2.975,83","11,79B","0,18%"
"15.02.2007","2.993,01","2.923,67","2.994,62","2.923,67","10,88B","3,03%"
"14.02.2007","2.905,09","2.836,82","2.915,06","2.823,38","9,40B","2,59%"
"13.02.2007","2.831,87","2.819,14","2.835,09","2.801,31","7,90B","0,88%"
"12.02.2007","2.807,17","2.729,84","2.807,51","2.728,78","7,90B","2,81%"
"09.02.2007","2.730,39","2.741,48","2.747,94","2.704,36","8,09B","-0,27%"
"08.02.2007","2.737,73","2.725,14","2.751,16","2.691,27","8,84B","0,79%"
"07.02.2007","2.716,18","2.688,96","2.745,39","2.681,33","9,49B","1,51%"
"06.02.2007","2.675,70","2.612,84","2.677,04","2.541,53","8,66B","2,42%"
"05.02.2007","2.612,54","2.658,07","2.672,35","2.610,33","6,92B","-2,27%"
"02.02.2007","2.673,21","2.791,49","2.796,44","2.666,86","8,54B","-4,03%"
"01.02.2007","2.785,43","2.744,81","2.801,69","2.706,29","9,34B","-0,03%"
"31.01.2007","2.786,34","2.926,07","2.929,65","2.766,75","11,43B","-4,92%"
"30.01.2007","2.930,56","2.959,40","2.980,51","2.901,76","11,19B","-0,50%"
"29.01.2007","2.945,26","2.897,25","2.954,34","2.885,86","11,21B","2,18%"
"26.01.2007","2.882,56","2.805,96","2.905,98","2.720,83","10,96B","0,88%"
"25.01.2007","2.857,36","2.946,50","2.947,15","2.853,82","11,72B","-3,96%"
"24.01.2007","2.975,13","2.955,42","2.994,28","2.927,72","12,21B","0,88%"
"23.01.2007","2.949,14","2.964,69","2.970,68","2.851,92","14,28B","0,54%"
"22.01.2007","2.933,19","2.857,90","2.934,65","2.857,90","13,86B","3,57%"
"19.01.2007","2.832,21","2.761,89","2.833,45","2.761,89","12,21B","2,73%"
"18.01.2007","2.756,98","2.760,94","2.784,04","2.679,70","11,23B","-0,79%"
"17.01.2007","2.778,90","2.828,40","2.870,42","2.742,59","12,74B","-1,49%"
"16.01.2007","2.821,02","2.818,66","2.830,80","2.757,20","11,12B","0,94%"
"15.01.2007","2.794,70","2.660,07","2.795,33","2.658,88","9,18B","4,74%"
"12.01.2007","2.668,11","2.745,32","2.782,03","2.652,58","10,73B","-3,68%"
"11.01.2007","2.770,11","2.819,37","2.841,18","2.763,89","12,16B","-1,96%"
"10.01.2007","2.825,58","2.838,11","2.841,74","2.770,99","11,18B","0,63%"
"09.01.2007","2.807,80","2.711,05","2.809,39","2.691,36","11,08B","3,72%"
"08.01.2007","2.707,20","2.621,07","2.708,44","2.620,62","10,68B","2,49%"
"05.01.2007","2.641,33","2.668,58","2.685,80","2.617,02","10,62B","-2,74%"
"04.01.2007","2.715,72","2.728,19","2.847,61","2.684,82","12,02B","1,50%"
"29.12.2006","2.675,47","2.585,42","2.698,90","2.585,42","8,68B","4,20%"
"28.12.2006","2.567,59","2.538,95","2.611,79","2.530,33","7,87B","1,23%"
"27.12.2006","2.536,39","2.478,06","2.538,66","2.461,07","7,21B","2,28%"
"26.12.2006","2.479,73","2.437,85","2.505,70","2.424,94","7,23B","1,81%"
"25.12.2006","2.435,76","2.350,13","2.452,43","2.350,13","7,39B","3,93%"
"22.12.2006","2.343,67","2.334,27","2.366,69","2.321,92","7,05B","0,03%"
"21.12.2006","2.342,94","2.372,46","2.386,82","2.339,91","8,32B","-1,28%"
"20.12.2006","2.373,20","2.356,26","2.381,13","2.332,93","7,83B","0,38%"
"19.12.2006","2.364,18","2.342,18","2.381,63","2.315,99","8,71B","1,36%"
"18.12.2006","2.332,43","2.277,28","2.335,23","2.277,28","7,83B","2,57%"
"15.12.2006","2.273,91","2.255,24","2.275,49","2.241,20","6,06B","1,10%"
"14.12.2006","2.249,11","2.226,00","2.250,32","2.212,91","5,84B","1,15%"
"13.12.2006","2.223,45","2.224,43","2.244,41","2.195,64","5,75B","0,20%"
"12.12.2006","2.218,95","2.189,69","2.228,64","2.180,37","7,02B","1,76%"
"11.12.2006","2.180,50","2.085,06","2.181,16","2.084,27","6,27B","4,15%"
"08.12.2006","2.093,64","2.133,36","2.164,02","2.090,40","8,09B","-2,93%"
"07.12.2006","2.156,75","2.152,59","2.206,51","2.145,79","9,93B","0,01%"
"06.12.2006","2.156,60","2.175,38","2.192,90","2.097,42","10,43B","-0,77%"
"05.12.2006","2.173,28","2.167,36","2.195,53","2.159,32","8,82B","0,54%"
"04.12.2006","2.161,65","2.103,82","2.164,59","2.100,56","8,72B","2,84%"
"01.12.2006","2.102,05","2.106,30","2.112,58","2.087,60","7,62B","0,13%"
"30.11.2006","2.099,29","2.058,77","2.102,06","2.058,77","7,28B","2,20%"
"29.11.2006","2.054,09","2.005,99","2.059,73","1.992,54","5,60B","0,75%"
"28.11.2006","2.038,72","2.042,38","2.051,49","2.016,47","5,51B","-0,42%"
"27.11.2006","2.047,28","2.042,19","2.049,54","2.022,38","5,78B","-0,17%"
"24.11.2006","2.050,81","2.051,47","2.057,91","2.022,62","6,12B","-0,56%"
"23.11.2006","2.062,36","2.045,08","2.071,24","2.042,15","6,07B","1,03%"
"22.11.2006","2.041,36","2.031,30","2.062,80","2.010,79","6,49B","0,19%"
"21.11.2006","2.037,55","2.013,07","2.037,74","1.988,93","5,39B","1,00%"
"20.11.2006","2.017,28","1.977,53","2.018,00","1.977,53","5,91B","2,31%"
"17.11.2006","1.971,79","1.934,64","1.972,61","1.925,15","4,94B","1,56%"
"16.11.2006","1.941,55","1.930,93","1.976,05","1.926,72","6,40B","0,97%"
"15.11.2006","1.922,93","1.888,54","1.923,14","1.878,69","4,67B","1,84%"
"14.11.2006","1.888,24","1.868,17","1.888,43","1.841,82","4,32B","1,31%"
"13.11.2006","1.863,77","1.878,70","1.905,90","1.852,10","5,00B","-1,04%"
"10.11.2006","1.883,35","1.896,93","1.920,18","1.870,96","6,28B","-0,69%"
"09.11.2006","1.896,48","1.860,95","1.899,10","1.858,60","4,41B","1,59%"
"08.11.2006","1.866,82","1.885,86","1.886,26","1.865,22","3,78B","-1,20%"
"07.11.2006","1.889,53","1.889,53","1.897,41","1.862,93","5,48B","0,17%"
"06.11.2006","1.886,31","1.853,19","1.886,52","1.846,01","4,95B","1,07%"
"03.11.2006","1.866,36","1.851,40","1.873,66","1.850,15","4,99B","0,81%"
"02.11.2006","1.851,31","1.856,92","1.857,14","1.834,84","5,17B","-0,24%"
"01.11.2006","1.855,71","1.838,68","1.855,89","1.833,20","4,78B","0,96%"
"31.10.2006","1.837,99","1.811,47","1.839,32","1.811,47","4,66B","1,57%"
"30.10.2006","1.809,66","1.804,37","1.815,61","1.788,29","4,53B","0,14%"
"27.10.2006","1.807,17","1.836,21","1.842,73","1.803,21","7,37B","-0,19%"
"26.10.2006","1.810,65","1.804,89","1.816,76","1.791,95","4,87B","0,22%"
"25.10.2006","1.806,65","1.807,03","1.825,61","1.789,90","4,45B","0,08%"
"24.10.2006","1.805,18","1.756,46","1.805,27","1.756,46","3,99B","2,60%"
"23.10.2006","1.759,39","1.789,64","1.797,43","1.753,49","4,44B","-1,73%"
"20.10.2006","1.790,36","1.792,60","1.801,33","1.786,34","4,15B","-0,11%"
"19.10.2006","1.792,25","1.788,58","1.799,29","1.784,35","4,15B","0,28%"
"18.10.2006","1.787,18","1.762,40","1.787,74","1.760,88","3,68B","1,32%"
"17.10.2006","1.763,90","1.768,63","1.777,60","1.758,31","3,93B","-0,42%"
"16.10.2006","1.771,30","1.787,70","1.789,17","1.766,31","4,68B","-0,75%"
"13.10.2006","1.784,66","1.776,51","1.792,87","1.773,23","4,25B","0,36%"
"12.10.2006","1.778,18","1.790,63","1.792,24","1.774,14","5,32B","-0,67%"
"11.10.2006","1.790,10","1.784,52","1.792,76","1.771,02","4,93B","0,29%"
"10.10.2006","1.784,86","1.784,22","1.793,14","1.771,86","5,51B","-0,03%"
"09.10.2006","1.785,38","1.768,14","1.786,11","1.763,11","5,29B","1,88%"
"29.09.2006","1.752,42","1.740,06","1.755,69","1.740,06","4,12B","0,89%"
"28.09.2006","1.736,96","1.725,52","1.740,79","1.722,22","3,40B","0,69%"
"27.09.2006","1.725,04","1.711,51","1.725,50","1.709,77","2,92B","0,72%"
"26.09.2006","1.712,64","1.720,78","1.721,58","1.704,77","3,31B","-0,56%"
"25.09.2006","1.722,37","1.722,74","1.732,28","1.709,77","4,02B","-0,17%"
"22.09.2006","1.725,36","1.744,61","1.746,62","1.724,10","4,48B","-0,89%"
"21.09.2006","1.740,90","1.731,59","1.743,63","1.731,22","3,95B","0,49%"
"20.09.2006","1.732,45","1.733,64","1.737,73","1.720,84","3,88B","-0,16%"
"19.09.2006","1.735,24","1.735,30","1.743,02","1.728,29","4,35B","0,13%"
"18.09.2006","1.732,99","1.727,91","1.733,41","1.719,16","4,48B","0,69%"
"15.09.2006","1.721,05","1.689,61","1.722,66","1.689,51","4,70B","1,86%"
"14.09.2006","1.689,69","1.689,63","1.696,62","1.672,88","3,39B","0,02%"
"13.09.2006","1.689,39","1.695,35","1.713,99","1.687,05","4,30B","-0,38%"
"12.09.2006","1.695,86","1.675,20","1.699,59","1.673,44","3,74B","1,25%"
"11.09.2006","1.674,97","1.668,16","1.675,09","1.653,01","3,06B","0,42%"
"08.09.2006","1.667,98","1.659,70","1.671,31","1.658,67","2,66B","0,41%"
"07.09.2006","1.661,19","1.683,78","1.683,89","1.655,41","3,15B","-0,65%"
"06.09.2006","1.672,12","1.665,13","1.672,26","1.656,86","3,36B","0,48%"
"05.09.2006","1.664,08","1.659,74","1.669,90","1.657,05","4,05B","0,40%"
"04.09.2006","1.657,52","1.635,33","1.657,69","1.635,12","3,31B","1,27%"
"01.09.2006","1.636,69","1.658,66","1.660,52","1.634,03","3,60B","-1,32%"
"31.08.2006","1.658,64","1.655,90","1.661,47","1.650,00","3,51B","0,21%"
"30.08.2006","1.655,19","1.648,35","1.656,23","1.640,28","3,14B","0,25%"
"29.08.2006","1.651,02","1.652,67","1.667,53","1.649,59","4,81B","0,04%"
"28.08.2006","1.650,44","1.627,12","1.651,29","1.624,28","3,93B","1,69%"
"25.08.2006","1.623,03","1.622,48","1.630,05","1.619,73","2,78B","0,00%"
"24.08.2006","1.623,02","1.612,70","1.623,17","1.601,89","2,51B","0,66%"
"23.08.2006","1.612,40","1.614,39","1.621,40","1.608,74","2,72B","-0,06%"
"22.08.2006","1.613,36","1.601,52","1.619,07","1.598,78","2,67B","0,76%"
"21.08.2006","1.601,15","1.565,46","1.602,13","1.558,10","2,34B","0,20%"
"18.08.2006","1.598,02","1.601,57","1.614,37","1.596,56","2,40B","-0,33%"
"17.08.2006","1.603,33","1.612,41","1.612,41","1.592,85","2,34B","-0,81%"
"16.08.2006","1.616,41","1.596,06","1.616,45","1.591,86","2,86B","1,30%"
"15.08.2006","1.595,66","1.568,27","1.596,65","1.564,40","2,03B","1,59%"
"14.08.2006","1.570,74","1.605,20","1.611,66","1.566,72","2,57B","-2,19%"
"11.08.2006","1.605,93","1.605,60","1.610,76","1.596,22","2,35B","-0,01%"
"10.08.2006","1.606,07","1.578,35","1.606,94","1.577,86","2,63B","1,74%"
"09.08.2006","1.578,57","1.581,80","1.585,17","1.571,71","2,16B","-0,13%"
"08.08.2006","1.580,58","1.547,90","1.581,75","1.547,90","2,34B","2,14%"
"07.08.2006","1.547,44","1.561,80","1.570,05","1.541,41","2,41B","-1,45%"
"04.08.2006","1.570,15","1.601,61","1.612,10","1.567,25","2,59B","-1,93%"
"03.08.2006","1.601,06","1.599,75","1.609,42","1.587,12","2,08B","0,01%"
"02.08.2006","1.600,87","1.598,76","1.608,78","1.577,90","2,79B","0,02%"
"01.08.2006","1.600,61","1.619,63","1.625,04","1.596,66","3,23B","-0,75%"
"31.07.2006","1.612,73","1.659,54","1.659,54","1.611,16","3,37B","-2,97%"
"28.07.2006","1.662,03","1.674,43","1.678,53","1.646,35","3,33B","-0,78%"
"27.07.2006","1.675,17","1.685,35","1.701,61","1.665,39","3,62B","-0,68%"
"26.07.2006","1.686,65","1.688,54","1.691,43","1.675,66","3,12B","0,07%"
"25.07.2006","1.685,46","1.668,14","1.690,61","1.668,14","3,42B","1,17%"
"24.07.2006","1.665,94","1.648,75","1.667,62","1.632,69","3,12B","0,04%"
"21.07.2006","1.665,33","1.653,81","1.669,29","1.653,51","3,00B","0,62%"
"20.07.2006","1.655,12","1.642,62","1.658,05","1.636,26","2,87B","0,61%"
"19.07.2006","1.645,16","1.681,77","1.681,77","1.637,49","3,51B","-2,32%"
"18.07.2006","1.684,25","1.682,36","1.684,67","1.666,31","3,14B","0,08%"
"17.07.2006","1.682,89","1.662,05","1.684,34","1.653,60","3,22B","1,06%"
"14.07.2006","1.665,21","1.641,14","1.676,75","1.633,90","4,16B","0,57%"
"13.07.2006","1.655,77","1.736,21","1.737,60","1.654,49","6,75B","-4,84%"
"12.07.2006","1.740,00","1.745,88","1.753,28","1.738,00","4,88B","-0,33%"
"11.07.2006","1.745,81","1.736,99","1.746,72","1.725,23","4,01B","0,66%"
"10.07.2006","1.734,33","1.730,70","1.737,03","1.715,83","3,90B","0,24%"
"07.07.2006","1.730,19","1.746,52","1.750,03","1.724,67","4,94B","-0,65%"
"06.07.2006","1.741,47","1.715,28","1.742,20","1.711,65","5,01B","1,33%"
"05.07.2006","1.718,56","1.755,22","1.757,47","1.703,59","6,07B","2,20%"
"04.07.2006","1.681,55","1.700,32","1.702,66","1.670,13","5,43B","-0,93%"
"03.07.2006","1.697,28","1.677,31","1.697,83","1.670,02","4,86B","1,50%"
"30.06.2006","1.672,21","1.679,72","1.690,95","1.662,28","4,98B","0,04%"
"29.06.2006","1.671,62","1.641,93","1.672,10","1.641,93","5,18B","1,97%"
"28.06.2006","1.639,29","1.638,23","1.642,35","1.627,07","3,32B","-0,02%"
"27.06.2006","1.639,55","1.636,70","1.642,57","1.627,59","3,65B","0,37%"
"26.06.2006","1.633,45","1.607,79","1.635,80","1.607,79","3,95B","1,73%"
"23.06.2006","1.605,71","1.594,49","1.608,11","1.582,02","3,50B","0,60%"
"22.06.2006","1.596,07","1.593,10","1.605,25","1.587,80","3,25B","-0,13%"
"21.06.2006","1.598,12","1.590,61","1.617,71","1.570,08","3,97B","0,36%"
"20.06.2006","1.592,33","1.583,87","1.592,83","1.572,58","3,55B","0,38%"
"19.06.2006","1.586,29","1.559,98","1.591,85","1.544,93","3,56B","0,75%"
"16.06.2006","1.574,47","1.540,19","1.574,47","1.540,19","3,36B","2,64%"
"15.06.2006","1.533,98","1.531,25","1.551,30","1.528,23","2,85B","0,17%"
"14.06.2006","1.531,33","1.540,63","1.540,63","1.512,52","3,24B","-1,11%"
"13.06.2006","1.548,49","1.552,10","1.570,10","1.532,06","3,25B","-0,28%"
"12.06.2006","1.552,80","1.540,22","1.566,45","1.529,50","3,15B","0,09%"
"09.06.2006","1.551,38","1.583,96","1.594,44","1.550,20","4,70B","-2,52%"
"08.06.2006","1.591,49","1.576,43","1.596,12","1.540,93","5,46B","0,12%"
"07.06.2006","1.589,55","1.678,24","1.678,24","1.588,97","6,51B","-5,33%"
"06.06.2006","1.679,13","1.681,22","1.692,83","1.672,81","5,84B","-0,33%"
"05.06.2006","1.684,62","1.669,24","1.685,29","1.639,68","6,73B","0,91%"
"02.06.2006","1.669,40","1.688,78","1.695,58","1.659,14","7,81B","-0,88%"
"01.06.2006","1.684,19","1.639,67","1.684,71","1.635,75","6,78B","2,61%"
"31.05.2006","1.641,30","1.656,28","1.667,23","1.628,68","5,70B","-0,96%"
"30.05.2006","1.657,29","1.654,98","1.663,93","1.634,90","5,31B","0,53%"
"29.05.2006","1.648,54","1.622,11","1.648,84","1.609,01","5,17B","2,15%"
"26.05.2006","1.613,89","1.596,57","1.614,55","1.593,09","4,37B","1,41%"
"25.05.2006","1.591,42","1.585,47","1.598,56","1.563,86","4,10B","0,03%"
"24.05.2006","1.590,92","1.609,74","1.634,59","1.562,39","5,73B","-0,85%"
"23.05.2006","1.604,55","1.647,96","1.648,53","1.597,10","6,99B","-3,21%"
"22.05.2006","1.657,69","1.656,75","1.674,22","1.646,68","7,73B","-0,11%"
"19.05.2006","1.659,55","1.620,21","1.664,61","1.610,04","7,71B","2,61%"
"18.05.2006","1.617,28","1.611,66","1.630,07","1.582,96","6,06B","-0,48%"
"17.05.2006","1.625,15","1.613,23","1.640,69","1.592,18","7,10B","0,74%"
"16.05.2006","1.613,25","1.658,69","1.678,60","1.604,78","8,83B","-3,06%"
"15.05.2006","1.664,09","1.616,26","1.664,94","1.606,57","8,77B","3,82%"
"12.05.2006","1.602,83","1.532,88","1.603,21","1.531,23","6,84B","4,26%"
"11.05.2006","1.537,38","1.547,56","1.583,76","1.536,29","7,32B","-0,54%"
"10.05.2006","1.545,69","1.537,56","1.554,03","1.518,34","6,27B","0,95%"
"09.05.2006","1.531,16","1.503,24","1.532,75","1.497,99","6,47B","2,28%"
"08.05.2006","1.497,10","1.446,99","1.497,20","1.446,99","5,16B","3,95%"
"28.04.2006","1.440,22","1.403,52","1.444,71","1.389,35","4,46B","1,66%"
"27.04.2006","1.416,73","1.418,90","1.424,46","1.407,14","3,76B","-0,05%"
"26.04.2006","1.417,48","1.399,07","1.426,63","1.397,35","4,84B","1,27%"
"25.04.2006","1.399,77","1.405,90","1.409,27","1.386,13","4,32B","-0,71%"
"24.04.2006","1.409,79","1.423,41","1.429,06","1.402,27","5,20B","-0,49%"
"21.04.2006","1.416,79","1.385,92","1.419,89","1.383,45","4,56B","2,23%"
"20.04.2006","1.385,90","1.398,10","1.404,19","1.376,96","4,33B","-0,77%"
"19.04.2006","1.396,70","1.389,13","1.399,55","1.378,80","4,06B","0,84%"
"18.04.2006","1.385,11","1.379,81","1.391,38","1.370,15","3,68B","0,47%"
"17.04.2006","1.378,61","1.360,64","1.383,65","1.353,40","4,22B","1,40%"
"14.04.2006","1.359,54","1.330,10","1.360,09","1.328,43","3,79B","2,04%"
"13.04.2006","1.332,33","1.359,28","1.364,32","1.331,68","4,13B","-2,04%"
"12.04.2006","1.360,13","1.361,74","1.364,69","1.355,65","3,71B","-0,15%"
"11.04.2006","1.362,23","1.360,98","1.366,52","1.350,32","4,39B","0,23%"
"10.04.2006","1.359,08","1.344,24","1.359,41","1.339,52","4,14B","1,20%"
"07.04.2006","1.342,96","1.340,65","1.345,29","1.330,51","4,07B","0,24%"
"06.04.2006","1.339,74","1.341,74","1.348,52","1.336,14","4,17B","-0,03%"
"05.04.2006","1.340,16","1.330,56","1.341,50","1.326,53","3,78B","0,78%"
"04.04.2006","1.329,80","1.319,84","1.330,11","1.315,33","3,71B","0,78%"
"03.04.2006","1.319,47","1.298,68","1.319,48","1.298,68","3,28B","1,63%"
"31.03.2006","1.298,30","1.291,52","1.298,75","1.285,73","2,66B","0,28%"
"30.03.2006","1.294,72","1.305,84","1.308,50","1.293,83","2,60B","-0,83%"
"29.03.2006","1.305,57","1.299,38","1.313,12","1.296,59","3,42B","0,52%"
"28.03.2006","1.298,79","1.295,76","1.302,65","1.293,00","2,50B","0,22%"
"27.03.2006","1.295,91","1.296,07","1.296,59","1.283,68","2,06B","0,09%"
"24.03.2006","1.294,70","1.302,14","1.308,06","1.293,30","2,44B","-0,60%"
"23.03.2006","1.302,46","1.296,19","1.302,79","1.289,53","2,55B","0,44%"
"22.03.2006","1.296,71","1.289,46","1.296,91","1.281,13","2,23B","0,49%"
"21.03.2006","1.290,39","1.288,56","1.297,61","1.285,43","2,43B","0,15%"
"20.03.2006","1.288,42","1.269,58","1.288,97","1.264,41","2,03B","1,49%"
"17.03.2006","1.269,46","1.273,01","1.276,63","1.265,61","1,88B","-0,37%"
"16.03.2006","1.274,19","1.274,62","1.277,19","1.270,83","1,83B","-0,05%"
"15.03.2006","1.274,81","1.259,23","1.275,52","1.258,15","1,85B","1,25%"
"14.03.2006","1.259,04","1.260,42","1.262,75","1.250,28","1,49B","-0,05%"
"13.03.2006","1.259,67","1.245,30","1.260,07","1.245,30","1,38B","1,13%"
"10.03.2006","1.245,65","1.245,19","1.253,91","1.240,75","1,41B","0,04%"
"09.03.2006","1.245,17","1.247,46","1.253,76","1.242,68","1,54B","-0,42%"
"08.03.2006","1.250,38","1.256,68","1.258,24","1.238,16","1,98B","-0,76%"
"07.03.2006","1.259,92","1.288,26","1.288,26","1.257,54","2,27B","-2,25%"
"06.03.2006","1.288,95","1.292,75","1.296,85","1.286,64","2,03B","-0,34%"
"03.03.2006","1.293,30","1.284,61","1.295,41","1.275,62","2,49B","0,59%"
"02.03.2006","1.285,67","1.306,59","1.307,64","1.281,57","2,84B","-1,60%"
"01.03.2006","1.306,59","1.299,15","1.308,20","1.297,76","2,36B","0,58%"
"28.02.2006","1.299,03","1.294,81","1.299,47","1.277,74","2,36B","0,14%"
"27.02.2006","1.297,19","1.297,69","1.304,61","1.293,47","2,68B","0,02%"
"24.02.2006","1.296,87","1.289,43","1.297,34","1.286,96","2,36B","0,62%"
"23.02.2006","1.288,85","1.284,13","1.289,94","1.273,94","2,29B","0,36%"
"22.02.2006","1.284,23","1.288,85","1.297,94","1.282,91","2,85B","-0,33%"
"21.02.2006","1.288,42","1.266,64","1.288,55","1.256,81","2,67B","1,65%"
"20.02.2006","1.267,54","1.268,11","1.279,42","1.265,38","2,15B","0,01%"
"17.02.2006","1.267,41","1.269,40","1.280,04","1.265,14","2,59B","-0,25%"
"16.02.2006","1.270,63","1.298,50","1.298,50","1.268,56","3,24B","-2,20%"
"15.02.2006","1.299,17","1.289,14","1.300,99","1.288,64","3,01B","1,00%"
"14.02.2006","1.286,33","1.279,63","1.286,42","1.275,85","2,25B","0,52%"
"13.02.2006","1.279,64","1.283,78","1.284,95","1.267,56","2,61B","-0,24%"
"10.02.2006","1.282,66","1.269,54","1.284,10","1.266,22","2,63B","1,04%"
