"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"13.10.1995","702,98","702,48","711,48","693,81","392,92M","-0,20%"
"12.10.1995","704,40","713,25","714,71","703,88","548,72M","-0,91%"
"11.10.1995","710,89","705,56","710,89","700,69","413,92M","0,32%"
"10.10.1995","708,63","704,55","720,22","703,51","399,52M","0,33%"
"09.10.1995","706,29","717,99","717,99","704,39","234,58M","-1,90%"
"06.10.1995","719,96","725,45","729,36","718,91","232,34M","-0,68%"
"05.10.1995","724,88","717,79","724,88","715,68","102,04M","0,99%"
"04.10.1995","717,79","724,03","725,19","716,15","122,20M","-0,64%"
"29.09.1995","722,43","711,91","722,43","711,91","192,21M","1,58%"
"28.09.1995","711,19","705,03","711,19","699,11","206,89M","0,39%"
"27.09.1995","708,46","727,46","728,30","707,43","260,97M","-2,80%"
"26.09.1995","728,86","723,22","729,26","721,90","102,29M","0,76%"
"25.09.1995","723,34","730,00","730,00","717,56","121,08M","-0,91%"
"22.09.1995","730,01","731,17","733,76","727,45","107,48M","-0,16%"
"21.09.1995","731,17","726,32","731,69","726,32","136,70M","0,69%"
"20.09.1995","726,14","730,27","731,26","720,97","202,77M","-1,44%"
"19.09.1995","736,74","761,16","762,01","735,34","315,41M","-2,73%"
"18.09.1995","757,40","757,98","758,12","751,42","241,80M","0,19%"
"15.09.1995","755,93","756,65","757,79","749,97","269,18M","-0,29%"
"14.09.1995","758,13","765,14","765,91","754,65","429,93M","-0,66%"
"13.09.1995","763,18","764,91","767,08","755,19","342,60M","-0,07%"
"12.09.1995","763,69","775,44","792,04","760,83","461,11M","-1,52%"
"11.09.1995","775,44","756,68","775,44","755,65","421,38M","3,24%"
"08.09.1995","751,08","753,28","757,94","747,50","305,15M","-0,37%"
"07.09.1995","753,84","758,29","766,00","753,58","619,02M","0,01%"
"06.09.1995","753,75","738,99","754,48","738,59","381,75M","1,92%"
"05.09.1995","739,53","743,21","751,65","736,25","269,86M","0,22%"
"04.09.1995","737,89","731,41","737,89","729,10","286,59M","1,24%"
"01.09.1995","728,84","726,05","728,85","721,02","203,65M","0,69%"
"31.08.1995","723,87","715,56","723,87","711,17","188,23M","1,14%"
"30.08.1995","715,73","721,74","725,57","714,18","179,38M","-0,88%"
"29.08.1995","722,08","728,10","741,53","719,95","256,82M","-0,49%"
"28.08.1995","725,62","724,11","728,48","723,08","147,88M","-0,27%"
"25.08.1995","727,58","733,18","734,19","724,23","220,73M","-0,85%"
"24.08.1995","733,85","728,76","735,16","718,13","259,63M","0,54%"
"23.08.1995","729,89","741,72","744,39","725,04","251,58M","-1,35%"
"22.08.1995","739,85","738,94","742,70","734,58","243,09M","0,11%"
"21.08.1995","739,06","748,87","755,35","735,08","411,31M","-2,43%"
"18.08.1995","757,43","772,57","772,86","753,52","495,35M","-1,56%"
"17.08.1995","769,45","777,02","782,73","763,20","696,71M","0,23%"
"16.08.1995","767,66","757,80","767,87","756,42","780,02M","2,15%"
"15.08.1995","751,48","773,73","773,73","749,67","727,86M","-3,18%"
"14.08.1995","776,13","759,12","788,28","753,20","183,52M","4,18%"
"11.08.1995","744,99","736,63","749,07","734,63","905,94M","1,34%"
"10.08.1995","735,14","718,75","741,35","714,87","855,84M","2,47%"
"09.08.1995","717,40","711,79","716,20","705,07","362,32M","0,68%"
"08.08.1995","712,53","724,79","728,07","709,34","356,62M","-0,77%"
"07.08.1995","718,08","708,74","718,08","708,74","268,90M","1,17%"
"04.08.1995","709,80","703,44","712,34","703,44","257,03M","0,90%"
"03.08.1995","703,44","699,40","706,53","698,72","181,71M","0,49%"
"02.08.1995","699,99","721,14","733,00","699,96","454,48M","-2,15%"
"01.08.1995","715,40","697,22","717,85","688,65","319,42M","2,85%"
"31.07.1995","695,55","699,60","701,91","692,68","232,41M","0,02%"
"28.07.1995","695,42","699,85","702,61","692,81","323,09M","-0,33%"
"27.07.1995","697,72","686,90","697,72","686,90","224,70M","0,96%"
"26.07.1995","691,11","703,29","712,69","690,79","370,54M","-1,77%"
"25.07.1995","703,58","709,72","712,08","699,46","467,74M","-0,89%"
"24.07.1995","709,92","699,84","716,07","699,84","858,24M","2,36%"
"21.07.1995","693,56","690,30","699,03","686,74","287,60M","0,47%"
"20.07.1995","690,30","686,56","696,87","681,38","276,32M","-0,10%"
"19.07.1995","690,98","715,40","723,37","689,12","669,83M","-3,42%"
"18.07.1995","715,47","693,96","715,47","686,06","669,30M","2,88%"
"17.07.1995","695,45","651,95","700,61","651,67","461,88M","6,53%"
"14.07.1995","652,80","656,31","662,39","652,45","176,64M","-0,53%"
"13.07.1995","656,31","648,91","656,31","648,91","158,82M","1,14%"
"12.07.1995","648,91","649,19","652,82","645,85","113,43M","-0,04%"
"11.07.1995","649,19","668,75","669,86","648,82","224,60M","-2,56%"
"10.07.1995","666,24","669,07","670,52","659,89","340,95M","-0,08%"
"07.07.1995","666,78","636,02","666,78","636,02","306,61M","4,55%"
"06.07.1995","637,76","636,02","650,58","631,33","204,09M","0,27%"
"05.07.1995","636,02","624,02","637,35","623,99","115,74M","2,48%"
"04.07.1995","620,62","612,24","620,64","610,74","90,84M","1,21%"
"03.07.1995","613,18","623,13","623,13","613,02","126,03M","-2,76%"
"30.06.1995","630,58","641,60","641,60","625,95","191,77M","-2,07%"
"29.06.1995","643,92","647,64","650,28","641,57","79,95M","-0,57%"
"28.06.1995","647,64","649,28","649,41","643,59","79,21M","-0,35%"
"27.06.1995","649,93","652,95","659,72","648,88","138,61M","-0,53%"
"26.06.1995","653,40","650,91","654,71","647,80","82,06M","0,50%"
"23.06.1995","650,14","643,41","650,83","643,41","85,59M","0,88%"
"22.06.1995","644,47","651,73","653,92","642,58","106,36M","-1,13%"
"21.06.1995","651,81","640,24","651,81","640,24","85,90M","1,74%"
"20.06.1995","640,65","638,96","647,32","638,96","77,95M","0,26%"
"19.06.1995","638,96","637,57","641,65","634,91","71,41M","-1,17%"
"16.06.1995","646,54","646,85","655,01","636,24","98,29M","-0,05%"
"15.06.1995","646,85","685,45","685,45","640,55","231,71M","-6,15%"
"14.06.1995","689,22","698,94","701,73","684,88","110,36M","-1,39%"
"13.06.1995","698,94","698,72","703,04","696,83","118,84M","0,03%"
"12.06.1995","698,72","696,65","701,89","690,43","194,42M","-0,56%"
"09.06.1995","702,62","695,93","709,06","695,65","133,75M","0,96%"
"08.06.1995","695,93","716,45","722,20","693,49","214,32M","-2,86%"
"07.06.1995","716,45","688,59","716,54","686,90","80,33M","3,96%"
"06.06.1995","689,13","678,37","690,66","675,79","68,30M","-0,36%"
"05.06.1995","691,64","716,69","718,28","691,49","118,70M","-3,51%"
"02.06.1995","716,82","708,57","722,28","708,57","113,21M","1,15%"
"01.06.1995","708,67","703,72","708,67","702,08","90,70M","1,16%"
"31.05.1995","700,51","710,75","710,75","690,70","81,57M","-1,48%"
"30.05.1995","711,00","712,26","725,71","704,52","126,92M","0,06%"
"29.05.1995","710,59","717,38","718,49","698,76","114,12M","-2,34%"
"26.05.1995","727,62","696,84","782,39","672,35","390,13M","4,42%"
"25.05.1995","696,84","742,57","748,17","696,84","252,52M","-6,08%"
"24.05.1995","741,93","761,16","769,52","720,95","338,16M","-1,12%"
"23.05.1995","750,30","791,74","833,69","749,83","840,92M","-16,39%"
"22.05.1995","897,42","919,75","926,41","870,79","1,21B","4,86%"
"19.05.1995","855,81","768,82","855,81","761,38","980,02M","12,09%"
"18.05.1995","763,51","741,81","770,82","682,01","1,01B","30,99%"
"17.05.1995","582,88","578,84","582,96","577,15","15,12M","0,70%"
"16.05.1995","578,85","581,77","584,41","578,19","22,33M","-0,55%"
"15.05.1995","582,04","583,97","583,97","578,64","30,41M","-0,48%"
"12.05.1995","584,84","567,89","593,26","567,89","106,45M","2,95%"
"11.05.1995","568,06","572,06","572,12","566,42","19,22M","0,52%"
"10.05.1995","565,14","577,75","580,70","564,86","33,19M","-2,31%"
"09.05.1995","578,50","572,10","579,55","572,10","24,33M","1,22%"
"08.05.1995","571,51","573,12","574,99","568,70","30,02M","-0,46%"
"05.05.1995","574,17","569,52","577,46","569,52","41,88M","0,52%"
"04.05.1995","571,20","578,08","578,08","568,13","48,05M","-1,58%"
"03.05.1995","580,38","579,05","586,23","579,05","48,25M","0,23%"
"02.05.1995","579,05","577,95","580,28","575,02","79,25M","-0,15%"
"28.04.1995","579,93","577,43","582,04","572,40","58,22M","1,16%"
"27.04.1995","573,30","601,81","601,81","548,75","123,66M","-4,74%"
"26.04.1995","601,83","621,12","622,89","601,78","94,14M","-2,91%"
"25.04.1995","619,84","617,01","621,53","615,39","42,93M","0,02%"
"24.04.1995","619,73","637,82","637,82","618,12","97,71M","-2,56%"
"21.04.1995","635,99","646,90","649,17","635,71","134,06M","-1,43%"
"20.04.1995","645,20","631,50","645,24","631,50","109,24M","2,17%"
"19.04.1995","631,50","626,36","631,59","626,36","70,81M","0,96%"
"18.04.1995","625,52","631,26","634,08","625,16","57,64M","-0,91%"
"17.04.1995","631,26","640,11","642,79","628,66","51,85M","-1,37%"
"14.04.1995","640,04","630,72","640,52","627,02","102,21M","1,15%"
"13.04.1995","632,76","647,21","650,98","632,76","143,62M","-1,86%"
"12.04.1995","644,74","633,81","649,21","632,72","161,98M","0,57%"
"11.04.1995","641,08","661,01","664,81","640,58","354,15M","-3,94%"
"10.04.1995","667,39","673,70","680,73","665,39","264,62M","-0,94%"
"07.04.1995","673,72","663,45","677,52","662,78","220,05M","2,22%"
"06.04.1995","659,06","645,14","659,06","641,84","121,62M","1,44%"
"05.04.1995","649,70","658,45","664,90","649,65","139,26M","-1,58%"
"04.04.1995","660,16","652,43","660,73","650,88","132,76M","0,53%"
"03.04.1995","656,65","650,98","660,53","647,45","1,29B","1,51%"
"31.03.1995","646,91","629,93","647,77","627,27","120,08M","2,53%"
"30.03.1995","630,93","641,36","644,71","630,28","164,87M","-0,97%"
"29.03.1995","637,14","624,85","637,16","615,45","85,17M","1,69%"
"28.03.1995","626,54","625,57","631,81","624,45","102,58M","-0,45%"
"27.03.1995","629,36","619,35","631,65","619,35","149,41M","2,88%"
"24.03.1995","611,77","609,90","613,59","600,54","73,58M","0,10%"
"23.03.1995","611,13","617,55","620,22","609,24","137,59M","-0,42%"
"22.03.1995","613,70","591,95","613,70","591,95","102,63M","3,67%"
"21.03.1995","591,95","581,79","593,08","581,43","40,67M","1,11%"
"20.03.1995","585,45","593,52","604,95","585,35","89,51M","-1,36%"
"17.03.1995","593,52","579,62","593,83","577,96","79,82M","2,35%"
"16.03.1995","579,88","570,51","579,94","569,18","49,51M","1,27%"
"15.03.1995","572,60","588,24","591,48","568,64","66,87M","-2,66%"
"14.03.1995","588,24","586,23","599,80","586,21","71,95M","0,34%"
"13.03.1995","586,23","596,65","596,99","583,39","55,92M","-0,01%"
"10.03.1995","586,29","605,59","605,59","583,74","92,83M","-3,19%"
"09.03.1995","605,59","620,81","624,20","604,93","162,39M","-2,45%"
"08.03.1995","620,81","632,96","638,98","616,85","215,34M","-1,92%"
"07.03.1995","632,96","614,74","635,01","597,45","251,38M","2,70%"
"06.03.1995","616,30","577,22","616,47","577,22","158,26M","6,77%"
"03.03.1995","577,22","562,30","580,27","562,30","88,18M","2,92%"
"02.03.1995","560,85","557,50","564,64","553,58","36,50M","0,70%"
"01.03.1995","556,96","548,91","559,48","545,74","29,81M","1,40%"
"28.02.1995","549,26","558,42","558,42","544,06","33,98M","-2,14%"
"27.02.1995","561,27","584,02","590,88","559,08","74,00M","0,51%"
"24.02.1995","558,43","591,91","594,66","555,41","87,92M","-5,21%"
"23.02.1995","589,13","584,50","608,25","573,41","133,66M","-0,92%"
"22.02.1995","594,63","541,21","594,64","541,21","96,52M","9,88%"
"21.02.1995","541,14","536,08","541,14","535,99","11,71M","1,16%"
"20.02.1995","534,96","533,76","540,85","533,76","12,63M","0,22%"
"17.02.1995","533,76","537,87","537,99","532,67","38,57M","-0,86%"
"16.02.1995","538,37","542,26","542,83","537,21","13,64M","-0,82%"
"15.02.1995","542,84","547,83","548,53","542,51","11,40M","-0,96%"
"14.02.1995","548,11","549,76","552,35","542,18","15,06M","-0,13%"
"13.02.1995","548,84","541,37","550,21","537,11","19,70M","1,38%"
"10.02.1995","541,37","548,77","558,90","540,64","32,88M","-2,17%"
"09.02.1995","553,36","536,06","553,38","536,06","25,05M","3,67%"
"08.02.1995","533,75","533,09","537,55","531,21","11,40M","0,24%"
"07.02.1995","532,49","532,11","536,62","524,43","13,05M","-0,23%"
"06.02.1995","533,72","559,78","559,78","532,93","17,00M","-5,13%"
"27.01.1995","562,59","552,96","564,52","552,95","23,12M","1,71%"
"26.01.1995","553,11","553,89","555,24","551,66","18,28M","-0,48%"
"25.01.1995","555,77","550,27","558,44","550,27","24,13M","1,50%"
"24.01.1995","547,57","552,77","559,31","547,39","24,85M","-1,06%"
"23.01.1995","553,46","571,24","571,24","553,14","19,91M","-3,11%"
"20.01.1995","571,24","566,80","578,52","559,68","27,00M","-0,08%"
"19.01.1995","571,72","592,24","593,05","571,43","23,82M","-3,69%"
"18.01.1995","593,64","587,94","593,65","587,08","17,70M","0,97%"
"17.01.1995","587,94","593,05","594,90","586,60","20,35M","-0,15%"
"16.01.1995","588,85","591,06","591,33","584,88","26,30M","-1,50%"
"13.01.1995","597,84","597,32","601,07","593,87","29,22M","-0,71%"
"12.01.1995","602,12","612,80","615,44","601,20","24,24M","-1,80%"
"11.01.1995","613,13","610,30","615,23","606,92","24,50M","0,46%"
"10.01.1995","610,30","626,00","626,00","607,06","45,05M","-2,51%"
"09.01.1995","626,00","637,52","637,52","625,03","39,85M","-2,30%"
"06.01.1995","640,76","642,74","643,83","636,34","35,38M","-0,95%"
"05.01.1995","646,89","653,81","657,45","645,82","30,15M","-1,06%"
"04.01.1995","653,81","641,89","655,49","639,62","30,69M","2,18%"
"03.01.1995","639,88","637,73","647,54","630,52","18,07M","-1,23%"
"30.12.1994","647,87","648,05","651,30","643,09","54,34M","0,44%"
"29.12.1994","645,06","649,59","658,25","642,29","78,13M","-0,70%"
"28.12.1994","649,59","660,88","662,94","648,30","81,19M","-1,71%"
"27.12.1994","660,88","675,88","681,10","660,15","146,91M","-2,22%"
"26.12.1994","675,88","684,81","688,52","674,97","150,80M","-0,29%"
"23.12.1994","677,84","673,95","695,22","673,95","326,80M","0,65%"
"22.12.1994","673,48","672,47","676,02","658,19","172,55M","0,15%"
"21.12.1994","672,47","667,94","691,65","665,79","262,56M","0,68%"
"20.12.1994","667,94","660,25","674,64","654,88","127,25M","2,23%"
"19.12.1994","653,37","684,62","685,30","653,30","87,22M","-3,95%"
"16.12.1994","680,23","661,37","693,59","658,20","190,01M","2,03%"
"15.12.1994","666,68","626,44","669,28","626,44","82,44M","6,63%"
"14.12.1994","625,21","633,04","633,04","624,43","21,80M","-1,80%"
"13.12.1994","636,66","632,69","639,88","621,80","33,33M","2,61%"
"12.12.1994","620,47","640,52","640,52","620,46","22,91M","-3,15%"
"09.12.1994","640,67","639,75","647,48","636,02","27,64M","-0,50%"
"08.12.1994","643,86","652,85","654,63","643,28","18,95M","-1,38%"
"07.12.1994","652,85","653,98","658,51","651,39","18,24M","-0,17%"
"06.12.1994","653,98","657,00","658,22","648,75","31,00M","-1,38%"
"05.12.1994","663,13","677,82","677,82","662,78","27,54M","-2,18%"
"02.12.1994","677,91","685,24","685,33","677,58","65,04M","-0,64%"
"01.12.1994","682,30","683,38","684,72","679,99","20,85M","-0,19%"
"30.11.1994","683,59","687,03","689,96","682,81","35,10M","-0,58%"
"29.11.1994","687,55","671,70","687,57","671,04","31,59M","0,89%"
"28.11.1994","681,49","683,83","683,83","677,97","23,03M","-0,56%"
"25.11.1994","685,33","690,04","694,97","684,09","60,33M","1,08%"
"24.11.1994","678,02","674,83","683,96","674,80","","-0,23%"
"23.11.1994","679,61","692,39","692,39","676,49","","-1,85%"
"22.11.1994","692,39","702,04","705,20","690,51","","-0,96%"
"21.11.1994","699,10","695,75","703,59","694,00","","0,04%"
"18.11.1994","698,81","697,17","698,85","685,69","","0,24%"
"17.11.1994","697,17","707,15","709,75","696,92","","-1,34%"
"16.11.1994","706,63","704,93","712,33","694,22","","0,17%"
"15.11.1994","705,43","717,36","724,30","705,40","","-3,81%"
"14.11.1994","733,40","735,19","739,46","725,84","","0,31%"
"11.11.1994","731,16","719,69","731,17","708,07","","2,74%"
"10.11.1994","711,68","739,58","741,86","710,30","","-1,69%"
"09.11.1994","723,91","691,98","724,73","691,26","","2,00%"
"08.11.1994","709,69","707,27","735,23","698,14","","5,19%"
"07.11.1994","674,68","649,59","678,46","648,68","","1,18%"
"04.11.1994","666,78","718,99","718,99","664,95","","-7,05%"
"03.11.1994","717,36","675,32","722,39","675,32","","7,41%"
"02.11.1994","667,87","667,14","672,12","663,82","","-0,88%"
"01.11.1994","673,79","664,56","675,63","657,46","","2,87%"
"31.10.1994","654,98","648,24","664,93","643,63","","-3,31%"
"28.10.1994","677,40","691,51","702,61","676,20","","-3,73%"
"27.10.1994","703,67","682,02","703,72","678,39","","2,53%"
"26.10.1994","686,31","727,95","730,69","683,56","","-7,81%"
"25.10.1994","744,49","785,85","794,58","738,36","","-5,26%"
"24.10.1994","785,85","741,05","785,90","735,04","","10,26%"
"21.10.1994","712,71","730,97","746,56","706,28","","-0,87%"
"20.10.1994","718,99","674,89","719,00","674,89","","10,12%"
"19.10.1994","652,89","631,34","653,77","631,34","","4,54%"
"18.10.1994","624,52","625,50","629,61","619,14","","1,33%"
"17.10.1994","616,34","663,75","663,75","615,84","","-7,14%"
"14.10.1994","663,75","608,06","666,81","593,52","","4,47%"
"13.10.1994","635,38","708,70","708,70","634,68","","-10,64%"
"12.10.1994","711,01","712,39","725,48","706,50","","0,84%"
"11.10.1994","705,07","711,80","721,42","700,14","","0,88%"
"10.10.1994","698,93","678,01","727,51","667,73","","-5,30%"
"07.10.1994","738,03","638,32","759,67","547,26","","11,74%"
"06.10.1994","660,50","731,64","735,02","660,45","","-6,50%"
"05.10.1994","706,42","791,11","791,11","682,17","","-10,71%"
"30.09.1994","791,15","811,15","833,96","789,48","","-5,74%"
"29.09.1994","839,37","921,82","922,01","823,36","","-8,00%"
"28.09.1994","912,38","881,02","913,38","881,01","","4,85%"
"27.09.1994","870,15","880,69","886,60","865,47","","-1,20%"
"26.09.1994","880,69","856,17","884,06","844,27","","1,50%"
"23.09.1994","867,65","908,75","912,84","866,37","","-5,53%"
"22.09.1994","918,44","974,22","974,22","915,46","","-5,22%"
"21.09.1994","969,02","928,76","969,04","928,76","","5,97%"
"20.09.1994","914,39","922,79","933,07","897,91","","-1,43%"
"19.09.1994","927,62","944,26","969,72","926,26","","-5,25%"
"16.09.1994","978,99","983,19","992,38","954,09","","0,66%"
"15.09.1994","972,54","986,32","990,74","930,95","","-0,24%"
"14.09.1994","974,86","1.040,95","1.041,25","971,05","","-5,67%"
"13.09.1994","1.033,47","1.035,84","1.052,25","1.025,62","","1,32%"
"12.09.1994","1.019,97","962,53","1.023,24","962,53","","5,97%"
"09.09.1994","962,53","972,84","997,51","950,83","","-1,06%"
"08.09.1994","972,84","931,57","997,90","931,57","","4,43%"
"07.09.1994","931,57","999,43","1.016,55","922,29","","-7,30%"
"06.09.1994","1.004,92","940,62","1.007,34","936,97","","6,84%"
"05.09.1994","940,62","830,18","940,62","830,18","","13,30%"
"02.09.1994","830,18","796,70","830,19","796,69","","5,06%"
"01.09.1994","790,19","785,33","812,98","756,60","","0,62%"
"31.08.1994","785,33","771,24","787,09","761,42","","3,85%"
"30.08.1994","756,20","719,92","762,54","718,73","","6,41%"
"29.08.1994","710,68","712,93","716,09","706,88","","0,46%"
"26.08.1994","707,41","728,95","733,76","706,43","","-2,05%"
"25.08.1994","722,23","704,47","724,16","704,47","","2,34%"
"24.08.1994","705,71","718,61","726,92","704,81","","-1,25%"
"23.08.1994","714,61","692,60","714,66","673,44","","4,81%"
"22.08.1994","681,80","681,32","697,34","669,47","","-4,49%"
"19.08.1994","713,85","748,56","760,02","707,45","","-4,64%"
"18.08.1994","748,56","734,84","772,46","726,32","","3,24%"
"17.08.1994","725,04","693,06","725,07","693,03","","4,62%"
"16.08.1994","693,02","664,45","713,91","664,45","","4,08%"
"15.08.1994","665,88","689,66","690,75","654,91","","-3,45%"
"12.08.1994","689,66","676,07","731,04","676,01","","0,05%"
"11.08.1994","689,31","754,30","768,53","684,28","","-6,79%"
"10.08.1994","739,56","635,27","739,67","597,56","","19,00%"
"09.08.1994","621,50","705,44","705,44","608,69","","-12,69%"
"08.08.1994","711,80","720,48","753,07","671,44","","4,21%"
"05.08.1994","683,04","579,48","683,04","579,47","","21,37%"
"04.08.1994","562,77","558,49","592,83","534,94","","7,61%"
"03.08.1994","522,98","432,55","523,03","432,55","","20,89%"
"02.08.1994","432,61","451,17","494,17","431,86","","-2,92%"
"01.08.1994","445,64","394,87","448,00","378,24","","33,46%"
"29.07.1994","333,92","335,63","338,81","325,92","","-1,73%"
"28.07.1994","339,81","371,19","371,19","339,41","","-8,45%"
"27.07.1994","371,19","388,75","391,83","369,63","","-4,52%"
"26.07.1994","388,75","376,76","388,75","372,26","","3,56%"
"25.07.1994","375,38","355,58","375,39","354,83","","3,20%"
"22.07.1994","363,73","380,90","380,90","362,78","","-4,51%"
"21.07.1994","380,90","390,94","390,98","380,73","","-3,29%"
"20.07.1994","393,87","400,48","402,49","393,24","","-1,65%"
"19.07.1994","400,48","398,96","403,44","393,07","","0,38%"
"18.07.1994","398,96","413,93","413,93","397,46","","-3,62%"
"15.07.1994","413,93","431,02","431,04","413,03","","-4,14%"
"14.07.1994","431,80","437,62","440,55","431,39","","-1,33%"
"13.07.1994","437,62","429,21","437,66","429,21","","1,96%"
"12.07.1994","429,21","428,15","431,15","427,40","","0,25%"
"11.07.1994","428,15","437,76","437,76","427,09","","-2,20%"
"08.07.1994","437,76","426,24","437,82","425,91","","2,77%"
"07.07.1994","425,98","428,29","430,57","423,03","","-1,33%"
"06.07.1994","431,71","443,61","445,05","430,83","","-2,68%"
"05.07.1994","443,61","437,64","443,87","436,22","","1,15%"
"04.07.1994","438,58","458,37","458,37","438,49","","-4,32%"
"01.07.1994","458,37","469,27","469,37","457,58","","-2,33%"
"30.06.1994","469,29","466,34","470,73","458,78","","0,23%"
"29.06.1994","468,20","472,48","475,39","467,01","","-0,37%"
"28.06.1994","469,95","472,10","472,93","468,81","","-0,46%"
"27.06.1994","472,10","491,80","491,80","471,06","","-4,11%"
"24.06.1994","492,33","500,39","500,49","490,88","","-1,61%"
"23.06.1994","500,39","505,18","507,80","498,60","","-0,95%"
"22.06.1994","505,18","498,10","509,10","498,10","","1,42%"
"21.06.1994","498,10","498,56","501,23","494,80","","-0,86%"
"20.06.1994","502,43","527,85","530,80","500,64","","-4,82%"
"17.06.1994","527,85","506,36","528,14","504,21","","4,24%"
"16.06.1994","506,36","496,11","506,41","495,07","","2,07%"
"15.06.1994","496,11","490,75","498,53","490,75","","1,09%"
"14.06.1994","490,75","492,03","497,21","487,37","","-0,26%"
"13.06.1994","492,03","514,54","514,54","492,03","","-4,37%"
"10.06.1994","514,54","523,00","523,00","512,19","","-1,62%"
"09.06.1994","523,00","533,55","536,87","521,24","","-1,98%"
"08.06.1994","533,55","529,76","535,32","522,87","","0,72%"
"07.06.1994","529,76","538,70","538,91","528,00","","-2,43%"
"06.06.1994","542,96","548,67","549,53","541,02","","-1,06%"
"03.06.1994","548,75","546,58","555,39","546,58","","0,40%"
"02.06.1994","546,58","543,30","548,08","543,14","","0,28%"
"01.06.1994","545,05","556,26","556,90","544,45","","-2,02%"
"31.05.1994","556,26","545,81","556,27","541,66","","2,20%"
"30.05.1994","544,26","572,95","572,95","543,69","","-5,08%"
"27.05.1994","573,36","577,45","577,45","566,52","","-0,71%"
"26.05.1994","577,45","586,76","587,13","576,06","","-1,59%"
"25.05.1994","586,76","591,75","592,45","585,59","","-0,62%"
"24.05.1994","590,45","587,17","590,46","586,68","","0,48%"
"23.05.1994","587,65","594,59","597,01","586,43","","-1,11%"
"20.05.1994","594,22","591,83","597,68","588,37","","0,62%"
"19.05.1994","590,53","578,80","590,64","577,09","","1,24%"
"18.05.1994","583,32","592,02","592,02","581,92","","-1,47%"
"17.05.1994","592,05","592,30","594,81","589,65","","-0,09%"
"16.05.1994","592,58","589,98","596,99","588,69","","0,37%"
"13.05.1994","590,39","585,42","590,43","575,43","","1,41%"
"12.05.1994","582,16","591,18","593,69","580,45","","-1,53%"
"11.05.1994","591,18","595,38","606,72","590,60","","-0,71%"
"10.05.1994","595,38","581,70","595,38","581,70","","2,35%"
"09.05.1994","581,70","585,21","588,19","577,07","","-0,70%"
"06.05.1994","585,80","590,92","592,54","575,45","","-0,87%"
"05.05.1994","590,92","619,68","619,68","585,30","","-4,64%"
"04.05.1994","619,68","605,77","620,76","605,77","","2,30%"
"03.05.1994","605,77","591,39","605,78","589,20","","2,23%"
"29.04.1994","592,56","599,63","610,14","585,91","","-1,18%"
"28.04.1994","599,63","598,50","615,41","593,91","","0,19%"
"27.04.1994","598,50","579,72","598,50","579,72","","3,24%"
"26.04.1994","579,72","572,01","579,72","566,79","","3,37%"
"25.04.1994","560,80","565,91","572,23","555,96","","-0,93%"
"22.04.1994","566,07","582,43","598,80","563,76","","-2,81%"
"21.04.1994","582,43","540,24","586,86","536,33","","7,81%"
"20.04.1994","540,24","572,73","572,73","537,01","","-5,67%"
"19.04.1994","572,73","604,15","604,15","572,07","","-5,20%"
"18.04.1994","604,15","612,37","615,13","597,81","","-3,61%"
"15.04.1994","626,79","636,08","636,08","592,84","","-1,46%"
"14.04.1994","636,08","651,82","654,57","634,58","","-3,15%"
"13.04.1994","656,78","665,61","674,23","655,20","","-1,33%"
"12.04.1994","665,61","659,05","665,75","652,80","","1,00%"
"11.04.1994","659,05","678,86","678,86","657,45","","-2,92%"
"08.04.1994","678,86","677,31","680,48","675,42","","0,23%"
"07.04.1994","677,31","679,74","684,41","674,87","","-0,36%"
"06.04.1994","679,74","682,75","683,38","675,57","","-0,43%"
"05.04.1994","682,70","695,03","698,05","681,62","","-1,68%"
"04.04.1994","694,38","698,84","700,11","692,71","","-0,64%"
"01.04.1994","698,84","704,46","704,92","691,86","","-0,80%"
"31.03.1994","704,46","706,34","713,24","701,32","","-0,27%"
"30.03.1994","706,34","706,91","713,99","704,31","","-0,08%"
"29.03.1994","706,91","702,23","710,91","700,79","","0,67%"
"28.03.1994","702,23","719,06","719,06","696,57","","-2,34%"
"25.03.1994","719,06","724,28","736,79","714,92","","-0,72%"
"24.03.1994","724,28","725,21","735,50","719,90","","-0,13%"
"23.03.1994","725,21","739,38","740,28","723,89","","-0,88%"
"21.03.1994","731,62","755,86","757,55","731,05","","-4,43%"
"18.03.1994","765,55","776,94","781,50","752,72","","-1,47%"
"17.03.1994","776,94","806,41","806,41","776,94","","0,54%"
"15.03.1994","772,76","800,76","800,76","772,76","","-1,99%"
"14.03.1994","788,43","774,77","788,43","774,77","","9,91%"
"11.03.1994","717,36","700,32","717,95","694,32","","2,66%"
"10.03.1994","698,80","717,72","741,13","669,87","","-2,42%"
"09.03.1994","716,11","715,87","722,04","710,00","","0,68%"
"08.03.1994","711,27","721,65","728,75","705,65","","-0,99%"
"07.03.1994","718,40","720,50","720,78","713,69","","-1,09%"
"04.03.1994","726,30","729,14","735,39","696,95","","-1,11%"
"03.03.1994","734,45","742,06","745,42","728,15","","-1,03%"
"02.03.1994","742,06","755,53","760,44","740,63","","-2,01%"
"01.03.1994","757,30","771,52","775,68","756,63","","-1,77%"
"28.02.1994","770,98","785,82","795,20","770,98","","-2,09%"
"25.02.1994","787,45","787,42","787,67","765,45","","3,77%"
"24.02.1994","758,84","758,84","761,42","749,31","","-0,12%"
